Instance,Classical,QAOA,ConstraintGen,QAOA_Percentage,CG_Percentage
1,152.0,0.0,175.0,0.0,86.85714285714286
2,121.0,0.0,121.0,0.0,100.0
3,109.0,362.0,109.0,30.11049723756906,100.0
4,137.0,0.0,137.0,0.0,100.0
5,270.0,0.0,270.0,0.0,100.0
